ies,sigla,uf,cidade,campus,curso,grau,turno,grupo,categoria,nota,vagas,inscricoes
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ALIMENTOS,Tecnológico,Integral,Ampla Concorrência,Ampla Concorrência,605.52,35,525
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ALIMENTOS,Tecnológico,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",559.24,13,201
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",565.39,7,82
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",596.43,7,85
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,648.11,1,152
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,649.08,1,161
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Vespertino,Ampla Concorrência,Ampla Concorrência,652.66,16,202
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",592.08,7,94
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",616.94,7,99
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,658.19,1,204
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,661.54,1,216
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,FÍSICA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,665.56,16,265
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,MATEMÁTICA,Licenciatura,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",630.01,15,201
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,MATEMÁTICA,Licenciatura,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",654.92,15,213
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,MATEMÁTICA,Licenciatura,Matutino,Cotas (Lei 12.711),PCD · renda ≤1 SM,495.67,2,3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,MATEMÁTICA,Licenciatura,Matutino,Cotas (Lei 12.711),PCD · qualquer renda,569.13,2,5
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,MATEMÁTICA,Licenciatura,Matutino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,681.13,2,418
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,MATEMÁTICA,Licenciatura,Matutino,Cotas (Lei 12.711),Escola Pública · qualquer renda,684.72,3,444
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,MATEMÁTICA,Licenciatura,Matutino,Ampla Concorrência,Ampla Concorrência,685.04,40,564
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,AGRONOMIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",584.41,11,231
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,AGRONOMIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",601.02,11,243
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,AGRONOMIA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,466.0,1,3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,AGRONOMIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,446.04,2,9
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,AGRONOMIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,559.9,2,9
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,AGRONOMIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,621.89,1,453
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,AGRONOMIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,622.1,2,481
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,AGRONOMIA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,622.28,30,610
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",610.64,11,161
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",626.64,11,173
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,463.67,2,3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,475.87,2,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,647.51,1,302
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,652.01,2,340
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Sobral,Campus Sobral,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,653.74,30,449
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,TELEMÁTICA,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",571.21,6,60
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,TELEMÁTICA,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",614.53,6,80
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,TELEMÁTICA,Tecnológico,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,452.32,1,2
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,TELEMÁTICA,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,647.68,1,132
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,TELEMÁTICA,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,650.1,1,170
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,TELEMÁTICA,Tecnológico,Noturno,Ampla Concorrência,Ampla Concorrência,651.23,13,224
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ESTRADAS,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",594.77,6,81
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ESTRADAS,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,627.12,1,117
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ESTRADAS,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,630.54,1,146
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ESTRADAS,Tecnológico,Noturno,Ampla Concorrência,Ampla Concorrência,631.0,13,207
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ESTRADAS,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",560.8,6,66
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,SANEAMENTO AMBIENTAL,Tecnológico,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",551.51,6,78
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,SANEAMENTO AMBIENTAL,Tecnológico,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",565.79,6,90
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,SANEAMENTO AMBIENTAL,Tecnológico,Matutino,Cotas (Lei 12.711),PCD · renda ≤1 SM,413.36,1,1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,SANEAMENTO AMBIENTAL,Tecnológico,Matutino,Cotas (Lei 12.711),PCD · qualquer renda,485.63,1,3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,SANEAMENTO AMBIENTAL,Tecnológico,Matutino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,606.18,1,167
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,SANEAMENTO AMBIENTAL,Tecnológico,Matutino,Cotas (Lei 12.711),Escola Pública · qualquer renda,608.22,1,190
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,SANEAMENTO AMBIENTAL,Tecnológico,Matutino,Ampla Concorrência,Ampla Concorrência,621.22,13,267
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,FÍSICA,Licenciatura,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",541.86,11,93
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,FÍSICA,Licenciatura,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",577.0,11,112
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,FÍSICA,Licenciatura,Integral,Cotas (Lei 12.711),PCD · qualquer renda,459.95,2,3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,FÍSICA,Licenciatura,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,640.66,1,165
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,FÍSICA,Licenciatura,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,641.73,2,201
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,FÍSICA,Licenciatura,Integral,Ampla Concorrência,Ampla Concorrência,644.67,30,301
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MATEMÁTICA,Licenciatura,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",586.17,11,87
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MATEMÁTICA,Licenciatura,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",624.14,11,97
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MATEMÁTICA,Licenciatura,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,666.33,1,182
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MATEMÁTICA,Licenciatura,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,667.82,2,206
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MATEMÁTICA,Licenciatura,Integral,Ampla Concorrência,Ampla Concorrência,671.43,30,284
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,GESTÃO DESPORTIVA E DE LAZER,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",583.65,6,126
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,GESTÃO DESPORTIVA E DE LAZER,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",604.61,6,150
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,GESTÃO DESPORTIVA E DE LAZER,Tecnológico,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,635.06,1,1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,GESTÃO DESPORTIVA E DE LAZER,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,631.63,1,205
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,GESTÃO DESPORTIVA E DE LAZER,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,636.14,1,246
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,GESTÃO DESPORTIVA E DE LAZER,Tecnológico,Noturno,Ampla Concorrência,Ampla Concorrência,637.45,13,334
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,PROCESSOS QUÍMICOS,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",570.71,6,60
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,PROCESSOS QUÍMICOS,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",600.56,6,72
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,PROCESSOS QUÍMICOS,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,642.26,1,111
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,PROCESSOS QUÍMICOS,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,646.33,1,137
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,PROCESSOS QUÍMICOS,Tecnológico,Noturno,Ampla Concorrência,Ampla Concorrência,655.49,13,196
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MECATRÔNICA INDUSTRIAL,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",628.72,6,101
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MECATRÔNICA INDUSTRIAL,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",639.06,6,131
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MECATRÔNICA INDUSTRIAL,Tecnológico,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,451.8,1,2
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MECATRÔNICA INDUSTRIAL,Tecnológico,Noturno,Cotas (Lei 12.711),PCD · renda ≤1 SM,506.24,1,1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MECATRÔNICA INDUSTRIAL,Tecnológico,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,561.37,1,2
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MECATRÔNICA INDUSTRIAL,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,669.54,1,183
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MECATRÔNICA INDUSTRIAL,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,672.28,1,247
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,MECATRÔNICA INDUSTRIAL,Tecnológico,Noturno,Ampla Concorrência,Ampla Concorrência,673.95,13,336
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,HOTELARIA,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",573.45,6,120
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,HOTELARIA,Tecnológico,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",584.64,6,139
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,HOTELARIA,Tecnológico,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,574.61,1,1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,HOTELARIA,Tecnológico,Noturno,Cotas (Lei 12.711),PCD · renda ≤1 SM,412.09,1,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,HOTELARIA,Tecnológico,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,486.91,1,5
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,HOTELARIA,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,619.14,1,215
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,HOTELARIA,Tecnológico,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,623.01,1,248
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,HOTELARIA,Tecnológico,Noturno,Ampla Concorrência,Ampla Concorrência,625.61,13,334
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE MECATRÔNICA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",625.25,11,97
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE MECATRÔNICA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",648.18,11,123
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE MECATRÔNICA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,541.07,1,1
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE MECATRÔNICA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,502.22,2,6
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE MECATRÔNICA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,608.21,2,8
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE MECATRÔNICA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,686.3,1,192
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE MECATRÔNICA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,686.96,2,246
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE MECATRÔNICA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,691.0,30,376
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,CE,Fortaleza,Campus Fortaleza,ENGENHARIA DE TELECOMUNICAÇÕES,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",580.91,15,130
